id,address,area_m2,url
325229531,"Москва, ЦАО, р-н Басманный, м. Лубянка, Мясницкая улица, 8/2",203.7,https://www.cian.ru/rent/commercial/325229531/?context=4.R7PvXJ6r7bw.cFavRZ2iVnZd6IIs9KIkFgaoYIAlIzjIFPGdU_BZ-0TFZKgbq3VkFTIF_8TPxQEyH87Ezj1rRUC5BS5ux0ggD4KXd0JUHoEAZg7nxcCJWA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
322484201,"Москва, САО, р-н Западное Дегунино, м. Селигерская, Коровинское шоссе, 1А",208.4,https://www.cian.ru/rent/commercial/322484201/?context=4.IHTmQPlVjTs.0VAmo8pBPUJPro86CqbGcKxJJHVY5tv_cDnucqojL7kjb2vXJipStwt1pwanW9yRaOvZfB2sqjQdE0e7TaJgA046I66B4zze5E_J38_jSA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
329992273,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, улица Ермакова Роща, 1с1",572.2,https://www.cian.ru/rent/commercial/329992273/?context=4.A6aWVYYft8Q.sI6YmqGFUx81voG_xgAYeLx5kePMR6rssaqgbsiL-RDNQRqyCzI0bVTjVhV8CT7TYGQKqDh6TmvTvjBSQxnQ3B2l2um7wXtN8hD2oyHS-A&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
329992273,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, улица Ермакова Роща, 1с1",334.8,https://www.cian.ru/rent/commercial/329992273/?context=4.A6aWVYYft8Q.sI6YmqGFUx81voG_xgAYeLx5kePMR6rssaqgbsiL-RDNQRqyCzI0bVTjVhV8CT7TYGQKqDh6TmvTvjBSQxnQ3B2l2um7wXtN8hD2oyHS-A&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330387120,"Москва, ЗАО, р-н Можайский, м. Сетунь, Сколковское шоссе, 43",640.0,https://www.cian.ru/rent/commercial/330387120/?context=4.NylIVGVwSdM.j2h4cki8X4KCUUisBaZWe91IfoW6oc6meHj0mxblCAojnV3oGvANH6ktJ-HYiGKsLmTk8ccgOM3L0FIEVsMp2cHzR3BCs6oO0Xu_Wj7pnA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330387120,"Москва, ЗАО, р-н Можайский, м. Сетунь, Сколковское шоссе, 43",327.0,https://www.cian.ru/rent/commercial/330387120/?context=4.NylIVGVwSdM.j2h4cki8X4KCUUisBaZWe91IfoW6oc6meHj0mxblCAojnV3oGvANH6ktJ-HYiGKsLmTk8ccgOM3L0FIEVsMp2cHzR3BCs6oO0Xu_Wj7pnA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330387120,"Москва, ЗАО, р-н Можайский, м. Сетунь, Сколковское шоссе, 43",671.0,https://www.cian.ru/rent/commercial/330387120/?context=4.NylIVGVwSdM.j2h4cki8X4KCUUisBaZWe91IfoW6oc6meHj0mxblCAojnV3oGvANH6ktJ-HYiGKsLmTk8ccgOM3L0FIEVsMp2cHzR3BCs6oO0Xu_Wj7pnA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
326999074,"Москва, ЮЗАО, р-н Обручевский, м. Калужская, улица Обручева, 23С1",240.0,https://www.cian.ru/rent/commercial/326999074/?context=4.I3LKtz_cwFE.iP1cCHGuRntCmpfq6bFOIXxQ6gogEG8LigPTY7jDixUIZH9ZFbqPBp7ijrtAgg2-fSfh-htcbOtV23qeJyzgoKEoVtnCB5JcW7lZ2T27LQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
326999074,"Москва, ЮЗАО, р-н Обручевский, м. Калужская, улица Обручева, 23С1",370.9,https://www.cian.ru/rent/commercial/326999074/?context=4.I3LKtz_cwFE.iP1cCHGuRntCmpfq6bFOIXxQ6gogEG8LigPTY7jDixUIZH9ZFbqPBp7ijrtAgg2-fSfh-htcbOtV23qeJyzgoKEoVtnCB5JcW7lZ2T27LQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330142610,"Москва, САО, р-н Савеловский, м. Савёловская, улица Нижняя Масловка, 14",290.0,https://www.cian.ru/rent/commercial/330142610/?context=4.YMvpxbUIKBM.yzNZo0p9X1RwExfO8_c5Qysx1lCmKWC2j96rNL_skUTL1AbIXgQYfzlQS1kD3htZS-pga3z4HIhA9W1BGFuPhKL8Aq8dSi0IvlxcftzI-w&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330142610,"Москва, САО, р-н Савеловский, м. Савёловская, улица Нижняя Масловка, 14",182.0,https://www.cian.ru/rent/commercial/330142610/?context=4.YMvpxbUIKBM.yzNZo0p9X1RwExfO8_c5Qysx1lCmKWC2j96rNL_skUTL1AbIXgQYfzlQS1kD3htZS-pga3z4HIhA9W1BGFuPhKL8Aq8dSi0IvlxcftzI-w&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
329509394,"Москва, ЦАО, р-н Басманный, м. Бауманская, Нижняя Красносельская улица, 35С64",600.0,https://www.cian.ru/rent/commercial/329509394/?context=4.-DJTm6mxCl8.8lGHCys6AMreHcmW3Gn0jPCOEWQc4BDd49L3M6UgMHpUzO12kKDhCqoE0nmTKVexU-5A4lHtopYf0lvqFlq3d0xoNABsluxMqoku7auTfg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
329509394,"Москва, ЦАО, р-н Басманный, м. Бауманская, Нижняя Красносельская улица, 35С64",385.0,https://www.cian.ru/rent/commercial/329509394/?context=4.-DJTm6mxCl8.8lGHCys6AMreHcmW3Gn0jPCOEWQc4BDd49L3M6UgMHpUzO12kKDhCqoE0nmTKVexU-5A4lHtopYf0lvqFlq3d0xoNABsluxMqoku7auTfg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
329509394,"Москва, ЦАО, р-н Басманный, м. Бауманская, Нижняя Красносельская улица, 35С64",570.0,https://www.cian.ru/rent/commercial/329509394/?context=4.-DJTm6mxCl8.8lGHCys6AMreHcmW3Gn0jPCOEWQc4BDd49L3M6UgMHpUzO12kKDhCqoE0nmTKVexU-5A4lHtopYf0lvqFlq3d0xoNABsluxMqoku7auTfg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330137253,"Москва, ЗАО, р-н Филевский парк, м. Фили, улица Заречная, 2/1",354.48,https://www.cian.ru/rent/commercial/330137253/?context=4.0KZXuGuwHJE.iBzUOYDlrV0qdjsVkEeoYvavpThahrLhit0pADNjD37aaTiZt3_QIh_Pg_UXITsPOWtjJLNsHBc_qvAmaWAs5KLtK25AFzzD2ekgKTetVQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330137253,"Москва, ЗАО, р-н Филевский парк, м. Фили, улица Заречная, 2/1",163.85,https://www.cian.ru/rent/commercial/330137253/?context=4.0KZXuGuwHJE.iBzUOYDlrV0qdjsVkEeoYvavpThahrLhit0pADNjD37aaTiZt3_QIh_Pg_UXITsPOWtjJLNsHBc_qvAmaWAs5KLtK25AFzzD2ekgKTetVQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
330137253,"Москва, ЗАО, р-н Филевский парк, м. Фили, улица Заречная, 2/1",190.63,https://www.cian.ru/rent/commercial/330137253/?context=4.0KZXuGuwHJE.iBzUOYDlrV0qdjsVkEeoYvavpThahrLhit0pADNjD37aaTiZt3_QIh_Pg_UXITsPOWtjJLNsHBc_qvAmaWAs5KLtK25AFzzD2ekgKTetVQ&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
329963306,"Москва, ЦАО, р-н Якиманка, м. Шаболовская, Мытная улица, 46с5",162.7,https://www.cian.ru/rent/commercial/329963306/?context=4.-ab1IfF9N3w.kkChLit65zXds6BvyaMgLf6WjfyCABGUhXEwO30_Opl6SzXXgxzLdmQU22oFeSYJU5VQPmfM4lcFTtwb-N1BkODoOHpne9hmFiSIh3ZOOg&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
280427392,"Москва, СВАО, р-н Отрадное, м. Окружная, Нововладыкинский проезд, 8С4",178.56,https://www.cian.ru/rent/commercial/280427392/?context=4.gxAXvkM9QVg.ZKowTA-aCznzPUxgoScc8WeRSZC1PUA0kLlle5h8HOjcceeiC4387lUOTh7kToK2BRuwQxGkW8nmVs9BYY66LulV5mC1VxzeyKamDn9i5A&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
327014978,"Москва, САО, р-н Головинский, м. Лихоборы, Лихоборская набережная, 18С4",290.0,https://www.cian.ru/rent/commercial/327014978/?context=4.uDvntAtCnWI.AvcCLq7-Lp3Zd81HfWWtqsIG-UcJm6L-3L0654754Siafg2ids6pfJQZYMS-L0AMJijW8xDKqgZt_3eArArH11FR-37_NsRMcEIMzCHuNA&mlSearchSessionGuid=0c629e4c7b671a185f1867caa5bb378c
