Полный адрес помещения,"Торговая площадь, вещественный",url,Месяц,"Дата открытия, категориальный","Торговая площадь, категориальный",Населенный пункт,Регион,Численность населения,Количество домохозяйств,"Трафик пеший, в час","Трафик авто, в час","Маркетплейсы, доставки, постаматы (100 м)",Медицинские уч. и аптеки (300 м),Школы (300 м),Остановки (300 м),Продуктовые магазины (500 м),Пятерочки (500 м),Ожидаемый трафик,Ожидаемый средний чек,Ожидаемая выручка
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",396.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Открыт давно,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68502.264,1417.8967035087912,97129134.30848894
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,59283.384,904.3995566935629,53615866.20889426
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,59924.707,908.7919088615022,54459088.86249623
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62085.053,920.8620526355869,57171769.343569204
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62889.382,920.9940041090096,57920743.74412107
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,5,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63361.112,916.3635556494152,58061813.88222083
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,6,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63336.288,909.556847264879,57607954.43074039
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,7,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64925.791,919.0826268640883,59672166.54350878
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,8,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,65593.998,922.855831074382,60533803.53778136
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,9,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,66217.663,928.5169034293905,61484219.40109092
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,10,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64883.562,955.570502614599,62000817.9517655
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,11,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63101.321,966.9122513934384,61013440.35401006
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Новый,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62149.604,1084.7223135307545,67415062.23590024
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,59607.151,1015.9909691164753,60560327.110762075
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,60194.357,1018.3349368707919,61298016.73557291
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62474.612,1030.8894881988906,64404420.79010427
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63195.441,1021.3368209368506,64543830.808642305
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,5,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63720.524,1016.9085400774827,64797945.033812195
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,6,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63755.372,1010.40111023069,64418498.651970655
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,7,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64979.157,989.4836643494058,64295814.37469534
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,8,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,65636.539,994.6740530642699,65286962.27624102
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,9,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,66189.148,997.2702840035897,66008470.42391563
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,10,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64883.887,1026.5661296548742,66607600.75455421
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,11,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63030.831,1036.995107994011,65362663.39979726
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Средний по возрасту,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,62280.162,1130.8167117006265,70427447.9970223
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,60660.639,1055.1760043800643,64007650.683161505
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,61235.125,1051.5755839505161,64393362.33015785
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63459.448,1060.7605236980164,67315277.29406704
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64147.205,1052.2864644046217,67501235.55088848
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,5,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64699.524,1043.6005975829983,67520461.90973553
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,6,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64600.616,1033.3205788522032,66753145.9193289
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,7,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,65842.348,1018.4616369347731,67057905.523708984
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,8,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,66490.828,1025.5800171591613,68191664.52116685
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,9,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67069.028,1026.6877625300017,68858950.29238205
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,10,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,65784.058,1059.2632197723815,69682633.0867731
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,11,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64036.137,1077.2884226228819,68985389.01959276
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",220.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,12,Открыт давно,Маленький,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,63342.109,1134.8681475529231,71884941.90292534
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,1,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64779.466,1129.7289441465164,73183237.72655515
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,2,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,64954.418,1126.1129406300206,73146010.66089153
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,3,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67040.967,1125.7487526868176,75471284.9791681
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,4,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,67253.969,1113.708199131786,74901296.69945495
"Санкт-Петербург, р-н Невский, Невская застава, м. Елизаровская, улица Седова, 11К2",335.0,https://spb.cian.ru/rent/commercial/330699301/?context=4.5nCsKT3dUSE.JZuVFpCvN_P594dG7Eh7N6BKxy6KuUfWxMYM8mltfbxqOT4KGq31dP9CSYc5C2ByQfi7tf7gy_aKdAE6Q9ewj2G-Mv-MF6g3iXHpjbhSrQ&mlSearchSessionGuid=f1ad25f1cf5d60e85b1d749d8bbe206b,5,Новый,Средний,Санкт-Петербург г,Санкт-Петербург г,5601911,6570.0,179.8803925,147.666667,0,0,0,0,0,0,68181.406,1101.9364013401748,75131573.16595341
