Полный адрес помещения,"Торговая площадь, вещественный",url,Месяц,"Дата открытия, категориальный","Торговая площадь, категориальный",Населенный пункт,Регион,Численность населения,Количество домохозяйств,"Трафик пеший, в час","Трафик авто, в час","Маркетплейсы, доставки, постаматы (100 м)",Медицинские уч. и аптеки (300 м),Школы (300 м),Остановки (300 м),Продуктовые магазины (500 м),Пятерочки (500 м),Ожидаемый трафик,Ожидаемый средний чек,Ожидаемая выручка
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,10,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80685.853,1090.8214205660952,88013856.78904714
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,11,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,79547.734,1103.0889888575418,87748229.4639687
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,12,Новый,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,79902.441,1316.6681858576887,105205002.03707102
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,77966.029,1059.2430041589678,82584970.78030519
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,78296.307,1060.9694484680788,83069989.65487738
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80735.579,1077.8652992700281,87022079.02057399
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81606.304,1079.6782792608094,88108553.87955451
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82238.618,1087.2672522263624,89415356.21975347
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81892.967,1087.0364590814631,89020640.87135512
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81977.288,1088.0756490267202,89197490.84605035
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81959.62,1080.1434005035844,88528142.65078159
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,9,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82200.992,1069.9369940532613,87949882.28867617
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,10,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81534.224,1083.2655965999077,88323219.80467051
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,11,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80112.005,1093.7813514206805,87625017.09392032
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,12,Средний по возрасту,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80475.416,1306.0991924984376,105108875.85357584
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,78483.931,1065.8903607302823,83655265.52512059
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,78700.855,1066.5674174790104,83939767.67074005
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81164.037,1084.1864678163843,87996950.58874832
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82196.586,1086.3766009182596,89296447.7057654
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82762.774,1093.129072024918,90470394.34082802
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82463.679,1092.8441174476873,90119946.49824439
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82486.372,1094.8605176103467,90311071.94371961
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82440.393,1087.0668380900756,89618217.3494132
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,9,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,82517.967,1076.2371612717293,88808902.55799425
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,10,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,81730.031,1089.8835778176874,89076218.6014305
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,11,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80572.223,1102.002397449113,88790782.91380456
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",550.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,12,Открыт давно,Большой,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,80925.76,1315.31737249168,106443058.0100923
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,1,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55211.327,768.2380288933491,42415441.02706614
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,2,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,55715.445,769.2569925435511,42859495.65892563
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,3,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,57585.985,780.1586761507049,44926205.82243435
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,4,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58141.829,775.8164183148955,45107385.52905712
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,5,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58698.135,776.4032090387087,45573420.37858734
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,6,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58840.723,780.8414934301112,45945278.02182749
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,7,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58813.447,789.3300554121176,46423221.37948764
"Ростовская область, Ростов-на-Дону, р-н Железнодорожный, улица Доватора, 9",150.0,https://rostov.cian.ru/rent/commercial/318167394/?context=4.rwYmpmhsBEg.7Q0ayUDb3hf79t7jpS75kWD4Wo-pLWH74SjL-k8-4r7Q4Tas2oSPjiN4xPW4xFsZkAASKuT0KAFifxWATvatKqSaGncn5Sjwgzmr16-ADA&mlSearchSessionGuid=29ad2e2f316e5de062c1a33d4f09232d,8,Новый,Маленький,Ростов-на-Дону г,Ростовская обл,1142162,5468.0,146.333333,256.428571,0,0,0,0,0,0,58649.328,791.9630356266463,46448099.840342864
